snapped_at,volume
2024-07-04 08:10:00 +0000,1313379521.60047310882227135063814416
2024-07-05 08:10:00 +0000,2258098345.7154843338587201009308732
2024-07-06 08:10:00 +0000,1552672362.76327041163184758573955754
2024-07-07 08:10:00 +0000,1166387567.73759160742710809347393304
2024-07-08 08:10:00 +0000,1541932491.59011038646571828075220936
2024-07-09 08:10:00 +0000,1431977863.280531025967269228491654
2024-07-10 08:10:00 +0000,1299670305.13874273728981352107246002
2024-07-11 08:10:00 +0000,1301547641.11400173945787214515431798
2024-07-12 08:10:00 +0000,1158991036.17652042191653785239030376
2024-07-13 08:10:00 +0000,893630935.8540633559309822905644833
2024-07-14 08:10:00 +0000,1098828706.79534399632431094955505837
2024-07-15 08:10:00 +0000,1305699275.36318610292046856119370516
2024-07-16 08:10:00 +0000,2017476610.71921025596198484940840857
2024-07-17 08:10:00 +0000,1902140924.92646583573395163962952824
2024-07-18 08:10:00 +0000,1972453171.7654396252611275036521904
2024-07-19 08:10:00 +0000,2324561908.5330043379731381272637515
2024-07-20 08:10:00 +0000,1807014978.24491645960282463712911
2024-07-21 08:10:00 +0000,1546743043.24948217040274871249611748
2024-07-22 08:10:00 +0000,1826878587.427888521316955822219955
2024-07-23 08:10:00 +0000,1681835877.0638322012262859192367783
2024-07-24 08:10:00 +0000,1464444503.21468195183261203950310677
2024-07-25 08:10:00 +0000,1775293008.38882257397953892944068
2024-07-26 08:10:00 +0000,1464306327.17031528086914587434098233
2024-07-27 08:10:00 +0000,1305431519.91427221088002676552910544
2024-07-28 08:10:00 +0000,1685998677.6232123450116194990719405
2024-07-29 08:10:00 +0000,11235425.767580463
2024-07-30 08:10:00 +0000,1593001833.65217376192924962107713338
2024-07-31 08:10:00 +0000,1527324629.09813948146920770262736112
2024-08-01 08:10:00 +0000,1459414455.069569267411459102009734
2024-08-02 08:10:00 +0000,1450292476.8002252016349043570479239
2024-08-03 08:10:00 +0000,1755565980.7888364699112255231866569
2024-08-04 08:10:00 +0000,1058970164.01704561356143578984223333
2024-08-05 08:10:00 +0000,3479975301.41785857966382922854511214
2024-08-06 08:10:00 +0000,3632951059.9530108093290150237376484
2024-08-07 08:10:00 +0000,1969431741.23660281934907928863761688
2024-08-08 08:10:00 +0000,2504644035.87422163875961281692358913
2024-08-09 08:10:00 +0000,2692885613.27487885248346038102015642
2024-08-10 08:10:00 +0000,1616388156.1898018942340842093091432
2024-08-11 08:10:00 +0000,1193407281.55550435486245513190570875
2024-08-12 08:10:00 +0000,1890225830.93334259981805041714260048
2024-08-13 08:10:00 +0000,1642137739.46805971453054952928654755
2024-08-14 08:10:00 +0000,1316104032.049577938220995219521364
2024-08-15 08:10:00 +0000,1284554100.308078740075392432537723
2024-08-16 08:10:00 +0000,1161118274.69625347814921839128326525
2024-08-17 08:10:00 +0000,807541578.4847236591989297061544028
2024-08-18 08:10:00 +0000,561556072.18299957949848393431972982
2024-08-19 08:10:00 +0000,865239728.51888612391567918976901693
2024-08-20 08:10:00 +0000,1089990094.3882029160361570481235458
2024-08-21 08:10:00 +0000,1056848554.74625152571079300363523317
2024-08-22 08:10:00 +0000,1155793631.51639667101395689570356
2024-08-23 08:10:00 +0000,964685537.59335662560457154896895024
2024-08-24 08:10:00 +0000,1506314383.87912779128116192614863195
2024-08-25 08:10:00 +0000,1231116300.20197721919686600361102684
2024-08-26 08:10:00 +0000,876215042.06566725849686832410746828
2024-08-27 08:10:00 +0000,843408073.45088804089866479486259996
2024-08-28 08:10:00 +0000,1363706663.3669231921236071055168704
2024-08-29 08:10:00 +0000,875952593.03109922979744827902960828
2024-08-30 08:10:00 +0000,852359738.57564356454370095124727668
2024-08-31 08:10:00 +0000,762828813.0911285625775334767774461
2024-09-01 08:10:00 +0000,522808537.3530861411495229451736183
2024-09-02 08:10:00 +0000,769213941.33763799461752942032874452
2024-09-03 08:10:00 +0000,678492504.54501101524440625989009969
2024-09-04 08:10:00 +0000,1162791916.27715369045426043218476572
2024-09-05 08:10:00 +0000,821616046.4626280803262586049245609
2024-09-06 08:10:00 +0000,858135031.22717264069988207646888266
2024-09-07 08:10:00 +0000,1143137701.15648708390894924053570816
2024-09-08 08:10:00 +0000,468521279.14468374051081775420634088
2024-09-09 08:10:00 +0000,651497444.83664202499903516582968011
2024-09-10 08:10:00 +0000,877490837.00948662752876769462008624
2024-09-11 08:10:00 +0000,871039987.52234485958367693051067954
2024-09-12 08:10:00 +0000,1018308446.13539034702612163402650172
2024-09-13 08:10:00 +0000,1430338082.48062329052838265767799127
2024-09-14 08:10:00 +0000,1610567543.2747810242702413585042348
2024-09-15 08:10:00 +0000,1235419774.51859826740046674306540322
2024-09-16 08:10:00 +0000,1708708575.18359068928419712317914282
2024-09-17 08:10:00 +0000,1291682217.77846854530890427485022556
2024-09-18 08:10:00 +0000,2699143968.28631134750863955986218454
2024-09-19 08:10:00 +0000,2523338577.46692683391202682472917681
2024-09-20 08:10:00 +0000,2664537771.16507605872220515283472678
2024-09-21 08:10:00 +0000,2715420136.186855660666421180900456
2024-09-22 08:10:00 +0000,2415595524.968648317756311901170615
2024-09-23 08:10:00 +0000,2076260527.16229983226216906671360868
2024-09-24 08:10:00 +0000,1873025072.37348491577881773413964395
2024-09-25 08:10:00 +0000,2006227713.5783792963938831162756715
2024-09-26 08:10:00 +0000,1607508613.73760106069715756999404473
2024-09-27 08:10:00 +0000,2158621234.25584565710478018642035362
2024-09-28 08:10:00 +0000,2260739922.73863100522656051654509735
2024-09-29 08:10:00 +0000,1604989038.06801835073798871337165896
2024-09-30 08:10:00 +0000,1859374593.78256393215622080753167694
2024-10-01 08:10:00 +0000,1512570313.54090362555659403012230001
2024-10-02 08:10:00 +0000,2133865032.7156302432202426566599148
2024-10-03 08:10:00 +0000,1962993060.9432819936238504105245066
2024-10-04 08:10:00 +0000,1486378063.18847554365463651474383225
2024-10-05 08:10:00 +0000,1684529648.56083465338077601429472824
2024-10-06 08:10:00 +0000,1141631770.57326932394150687635390289
2024-10-07 08:10:00 +0000,1782360419.74836434604696309923159514
2024-10-08 08:10:00 +0000,1844151527.2110341838437704276750805
2024-10-09 08:10:00 +0000,1192930267.54166804079722226249872052
2024-10-10 08:10:00 +0000,1167641524.47808444050129251534752686
2024-10-11 08:10:00 +0000,1329188237.37631165562942628578120032
2024-10-12 08:10:00 +0000,1407726423.38839394320077149879404
2024-10-13 08:10:00 +0000,1133701887.67683950241095483149047228
2024-10-14 08:10:00 +0000,1240156522.22052092053399467883729428
2024-10-15 08:10:00 +0000,1739116063.37964845061402634298092164
2024-10-16 08:10:00 +0000,2094892999.1613139534625042819579784
2024-10-17 08:10:00 +0000,1557861491.53802873826777042219208231
2024-10-18 08:10:00 +0000,1424916148.63387822387158966658985268
2024-10-19 08:10:00 +0000,1600587834.8047289847170349946220844
2024-10-20 08:10:00 +0000,1263853203.69071631077347286193274399
2024-10-21 08:10:00 +0000,1615797555.17353709115472166088695007
2024-10-22 08:10:00 +0000,1553517468.50501391306578803236767421
2024-10-23 08:10:00 +0000,1384321527.02017119625154715860110624
2024-10-24 08:10:00 +0000,1399561574.2989146484384280671799335
2024-10-25 08:10:00 +0000,1459831341.79903788370265783826108711
2024-10-26 08:10:00 +0000,1777998205.36890696327178147657488932
2024-10-27 08:10:00 +0000,813223551.67231026140851233200969608
2024-10-28 08:10:00 +0000,1216484831.31516611456208917722832164
2024-10-29 08:10:00 +0000,1884302079.96859391365279749271254634
2024-10-30 08:10:00 +0000,2121935435.50290782901638748117305096
2024-10-31 08:10:00 +0000,1391237993.58029355463804352695321944
2024-11-01 08:10:00 +0000,1814271853.6039869519418780915156236
2024-11-02 08:10:00 +0000,1233437368.47831305757057566279417269
2024-11-03 08:10:00 +0000,1495095087.5821960362373961701595866
2024-11-04 08:10:00 +0000,1470206516.84226079347882991080385546
2024-11-05 08:10:00 +0000,1423210091.9991259160857496459614995
2024-11-06 08:10:00 +0000,4516333303.8131635819443938347701232
2024-11-07 08:10:00 +0000,4710550951.2267822880155268924914444
2024-11-08 08:10:00 +0000,3024235485.86117089601291174803649745
2024-11-09 08:10:00 +0000,6554331999.68917372964559004202934071
2024-11-10 08:10:00 +0000,5154626873.05080995862478768448191618
2024-11-11 08:10:00 +0000,10229149669.0411330693244838904443392
2024-11-12 08:10:00 +0000,14488099304.9234454145379467530691563
2024-11-13 08:10:00 +0000,15013595486.63998325290891567979498151
2024-11-14 08:10:00 +0000,9498425383.7344690211178195400776303
2024-11-15 08:10:00 +0000,7671290212.32773399226066522599408317
2024-11-16 08:10:00 +0000,7467824801.86927079439375044507687076
2024-11-17 08:10:00 +0000,10881725811.83270034513381873542288284
2024-11-18 08:10:00 +0000,6484221188.4527481951266827421334762
2024-11-19 08:10:00 +0000,7786957751.59445888068792528215491532
2024-11-20 08:10:00 +0000,6181802726.23271295566384233711747556
2024-11-21 08:10:00 +0000,6173098264.87283825656373878418830048
2024-11-22 08:10:00 +0000,9818548987.23047131248804159436315812
2024-11-23 08:10:00 +0000,15100007672.378272175792359252088121
2024-11-24 08:10:00 +0000,13086145626.33770167994541360634762243
2024-11-25 08:10:00 +0000,14335655020.4706225456819390915305556
2024-11-26 08:10:00 +0000,10406362457.8333777048370228414309293
2024-11-27 08:10:00 +0000,9300021945.27582107526375778268635664
2024-11-28 08:10:00 +0000,8816411647.7559176275971270987074001
2024-11-29 08:10:00 +0000,6976533918.58141906607408667981724828
2024-11-30 08:10:00 +0000,11835185715.1710427029018569373672282
2024-12-01 08:10:00 +0000,9252562184.32642104480578700262274306
2024-12-02 08:10:00 +0000,14060581991.34504831717791287159803606
2024-12-03 08:10:00 +0000,19046284541.50585658997529142631297046
2024-12-04 08:10:00 +0000,28557898553.72399483987398708727226272
2024-12-05 08:10:00 +0000,17593304086.9752080575214099521249805
2024-12-06 08:10:00 +0000,10955122874.156888003083681491720841494
2024-12-07 08:10:00 +0000,10138009279.917360311370025105992175044
2024-12-08 08:10:00 +0000,7091442033.78922287441042647748758698
2024-12-09 08:10:00 +0000,6671713871.034235555135498844498467872
2024-12-10 08:10:00 +0000,13809652836.236333799827662231002739289
2024-12-11 08:10:00 +0000,10022793393.837710213570491382579823072
2024-12-12 08:10:00 +0000,8073496375.81533867650394508000562554
2024-12-13 08:10:00 +0000,5702634945.71200365049172084968820964
2024-12-14 08:10:00 +0000,5004333342.48253478664595097756937375
2024-12-15 08:10:00 +0000,4327416864.6934870978558881601897312
2024-12-16 08:10:00 +0000,6098309271.1529180560824621410988981
2024-12-17 08:10:00 +0000,7347200965.806522602437091925111483
2024-12-18 08:10:00 +0000,8313260441.7747417918208354520617946
2024-12-19 08:10:00 +0000,8832093785.019579171723639393894381
2024-12-20 08:10:00 +0000,7882814513.36118794358298820006755485
2024-12-21 08:10:00 +0000,14307220245.89924021721549797159184108
2024-12-22 08:10:00 +0000,7050137468.19679889775565268144516175
2024-12-23 08:10:00 +0000,6212333376.218563921118724206685169095
2024-12-24 08:10:00 +0000,5471261759.6280976403333955925001682
2024-12-25 08:10:00 +0000,10289064819.97241901024304016556614732
2024-12-26 08:10:00 +0000,8118622451.70449049045232347230601932
2024-12-27 08:10:00 +0000,5280435646.924310788828552216761579864
2024-12-28 08:10:00 +0000,4509775000.198578391875355055155291224
2024-12-29 08:10:00 +0000,4462983414.168154558192645403194741806
2024-12-30 08:10:00 +0000,5259848154.876105238872481187729682248
2024-12-31 08:10:00 +0000,4642894687.7343486826630280137243401
2025-01-01 08:10:00 +0000,4209136063.284382420072818085986669338
2025-01-02 08:10:00 +0000,5206422759.32321594566663144360823728
2025-01-03 08:10:00 +0000,3803455711.01592405003869099700594363
2025-01-04 08:10:00 +0000,5912671043.440788504151571323462909025
2025-01-05 08:10:00 +0000,7597784163.294617847329445653287872
2025-01-06 08:10:00 +0000,6567864118.225307732857066512031850741
2025-01-07 08:10:00 +0000,5355419324.37545940965399619897461734
2025-01-08 08:10:00 +0000,7176059679.14908948170305236289985795
2025-01-09 08:10:00 +0000,16367039071.156334718964458269785737628
2025-01-10 08:10:00 +0000,10677253932.428720421142516864436838449
2025-01-11 08:10:00 +0000,6303835700.88302426614956755467184439
2025-01-12 08:10:00 +0000,4912014205.593908073570651054603945655
2025-01-13 08:10:00 +0000,3934983428.829331227440795180815823156
2025-01-14 08:10:00 +0000,4549622811.48497751219646541380324565
2025-01-15 08:10:00 +0000,6140975467.99076542198651115663236349
2025-01-16 08:10:00 +0000,7585244346.042658168462657941889625535
2025-01-17 08:10:00 +0000,6110657943.803130980796952242663054
2025-01-18 08:10:00 +0000,6882679916.74203915398038834880992617
2025-01-19 08:10:00 +0000,7010579603.43938750686946910251394828
2025-01-20 08:10:00 +0000,10825512002.1439958188570958038580004
2025-01-21 08:10:00 +0000,7502128973.2397997816382041572155307
2025-01-22 08:10:00 +0000,6751367989.59857443151061130301025477
2025-01-23 08:10:00 +0000,4112931499.25408251168875331507686657
2025-01-24 08:10:00 +0000,5031354234.09232113153499243528932912
2025-01-25 08:10:00 +0000,3423695701.36748937093146864619457272
2025-01-26 08:10:00 +0000,4032441451.12001963387344813294131848
2025-01-27 08:10:00 +0000,5563000205.207583714351320653125333382
2025-01-28 08:10:00 +0000,4160122816.9802523448606251994368645
2025-01-29 08:10:00 +0000,3034006761.3031096245147671136933125
2025-01-30 08:10:00 +0000,2822179568.52977884587293953899844842
2025-01-31 08:10:00 +0000,2718268378.12918569894688207369523037
2025-02-01 08:10:00 +0000,4129101156.08189087597134696095717232
2025-02-02 08:10:00 +0000,3368239192.332224613239013661542609725
2025-02-03 08:10:00 +0000,10387865754.05548051878745170551665808
2025-02-04 08:10:00 +0000,7845120502.253594101619975856467111816
2025-02-05 08:10:00 +0000,3702004849.94569406248497329582354096
2025-02-06 08:10:00 +0000,2558129912.598474133817404976517468985
2025-02-07 08:10:00 +0000,3484025026.89735882975920688778086768
2025-02-08 08:10:00 +0000,3484024313.273691087971308010162926308
2025-02-09 08:10:00 +0000,3135014729.307431194189836907583788356
2025-02-10 08:10:00 +0000,4788338587.4001019759110294365863566
2025-02-11 08:10:00 +0000,2765603565.007693937859194232971394728
2025-02-12 08:10:00 +0000,3131167887.177500622166785554676238265
2025-02-13 08:10:00 +0000,3036232500.623688741995114084070450585
2025-02-14 08:10:00 +0000,2429680917.074964545927967781789431877
2025-02-15 08:10:00 +0000,4054227543.585376473154679106577260824
2025-02-16 08:10:00 +0000,2078437451.617702560539574353970046584
2025-02-17 08:10:00 +0000,2930971759.29062681943942770886377658
2025-02-18 08:10:00 +0000,2685900893.205266397008343513467256832
2025-02-19 08:10:00 +0000,2145171953.60603251346076847410646207
2025-02-20 08:10:00 +0000,1993868018.14324224341380102150413131
2025-02-21 08:10:00 +0000,2172407719.74136496923142170523483715
2025-02-22 08:10:00 +0000,3103940387.086193688525962964287482995
2025-02-23 08:10:00 +0000,2052569657.112380825627669697607272799
2025-02-24 08:10:00 +0000,2484659963.304732201736110823675560924
2025-02-25 08:10:00 +0000,5104184099.571448750458730331123554104
2025-02-26 08:10:00 +0000,4390984133.264084305827454522848510582
2025-02-27 08:10:00 +0000,3281799520.43962158143227757461864758
2025-02-28 08:10:00 +0000,3554685483.31586068486915185678818848
2025-03-01 08:10:00 +0000,3473171019.72641398089745974633500898
2025-03-02 08:10:00 +0000,1904153806.541537531554607336745696618
2025-03-03 08:10:00 +0000,9207229525.9291616185959404575590888
2025-03-04 08:10:00 +0000,5254216712.082417992456331380278486871
2025-03-05 08:10:00 +0000,4369794180.7522411332302627102550297
2025-03-06 08:10:00 +0000,3075805650.994818649621022421718200042
2025-03-07 08:10:00 +0000,3407430019.60939483321962784758135674
2025-03-08 08:10:00 +0000,2619906794.314617166160531604667637546
2025-03-09 08:10:00 +0000,1246543438.403161363101910558394273038
2025-03-10 08:10:00 +0000,3036314037.597170804195155812395132958
2025-03-11 08:10:00 +0000,4516037956.247067770794200047445534282
2025-03-12 08:10:00 +0000,2887312809.92032281361967763929148104
2025-03-13 08:10:00 +0000,2263583690.808339589530397662083715581
2025-03-14 08:10:00 +0000,2123342311.903181496651668437352100537
2025-03-15 08:10:00 +0000,2089772760.1307630952337331124646444
2025-03-16 08:10:00 +0000,1374046914.97365512824657327062335885
2025-03-17 08:10:00 +0000,2332670914.910444582493628786941538592
2025-03-18 08:10:00 +0000,1911103466.796151455363748393779656475
2025-03-19 08:10:00 +0000,1655694492.67186189015583702685586833
2025-03-20 08:10:00 +0000,3268680816.323276411463241580941834664
2025-03-21 08:10:00 +0000,1917299088.946145921390096389406512796
2025-03-22 08:10:00 +0000,2972500344.09158753620271567767872891
2025-03-23 08:10:00 +0000,2418892027.389401200592073581570416254
2025-03-24 08:10:00 +0000,2115504112.69684538204876723811963441
2025-03-25 08:10:00 +0000,2023322607.984851157728436568788399618
